Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Item ID 296011074646,296011074646,"Apr 5, 2026","$4,855.71",$0.00,,,Fixed price,https://www.ebay.com/itm/296011074646
1/10 oz American Gold Eagle $5 Coin (Random Year),176038891530,"Apr 6, 2026",$528.61,$0.00,,,Fixed price,https://www.ebay.com/itm/176038891530
American Gold Eagle (1 oz) $50 - BU - Random Date,301567319583,"Apr 6, 2026","$5,097.70",$0.00,,,Fixed price,https://www.ebay.com/itm/301567319583
1 oz American Gold Eagle $50 Coin (Random Year),386271138121,"Apr 6, 2026","$4,935.72",$0.00,,,Fixed price,https://www.ebay.com/itm/386271138121
1 oz American Gold Eagle $50 Coin BU - Random Year,141504369404,"Apr 6, 2026","$4,870.74",$0.00,,,Fixed price,https://www.ebay.com/itm/141504369404
2026 1/10 oz American Gold Eagle Coin $5 (BU),177682411371,"Apr 3, 2026",$605.47,$0.00,,,Fixed price,https://www.ebay.com/itm/177682411371
1/10 oz American Gold Eagle Coin $5 BU - Random Year,297325569120,"Apr 6, 2026",$535.25,$0.00,,,Fixed price,https://www.ebay.com/itm/297325569120
American Gold Eagle Proof 1/2 oz $25 - Coin in Capsule - Random Date,305705374463,"Apr 4, 2026","$2,477.08",$0.00,,,Fixed price,https://www.ebay.com/itm/305705374463
1/10 oz American Gold Eagle Coin BU (Random Year),126124829455,"Apr 6, 2026",$556.60,$49.99,,,Fixed price,https://www.ebay.com/itm/126124829455
American Gold Eagle Proof 1/4 oz $10 - Coin in Capsule - Random Date,305692394428,"Mar 31, 2026","$1,286.62",$0.00,,,Fixed price,https://www.ebay.com/itm/305692394428
$50 American Gold Eagle 1 oz Random Year Brilliant Uncirculated,317033453637,"Apr 3, 2026","$4,826.56",$0.00,,,Fixed price,https://www.ebay.com/itm/317033453637
2026 Gold 1/10 oz Gold American Eagle $5 US Mint Gold Eagle .9167 Fine Coin,206001843668,"Apr 5, 2026",$539.70,$0.00,,,Fixed price,https://www.ebay.com/itm/206001843668
"2026 W 250th Anniversary Proof Silver Eagle NGC PF 70 UC, FDOI Gold 250 Presale",317967704365,"Apr 2, 2026",$339.78,$0.00,,,Fixed price,https://www.ebay.com/itm/317967704365
"2026 W 250th Anniversary Proof Silver Eagle NGC PF 69 UC, FR Gold 250 Presale",318039814056,"Apr 6, 2026",$195.04,$0.00,,,Fixed price,https://www.ebay.com/itm/318039814056
1/2 oz American Gold Eagle $25 Coin (Random Year),395094778663,"Apr 3, 2026","$2,615.56",$0.00,,,Fixed price,https://www.ebay.com/itm/395094778663
American Gold Eagle Proof 1/10 oz $5 - Coin in Capsule - Random Date,305690894883,"Mar 30, 2026",$530.80,$0.00,,,Fixed price,https://www.ebay.com/itm/305690894883
American Gold Eagle Proof 1/10 oz $5 - Coin in OGP - Random Date,405824564097,"Mar 30, 2026",$516.31,$0.00,,,Fixed price,https://www.ebay.com/itm/405824564097
2026 American Gold Eagle 1/10 oz $5 - BU,406597727963,"Apr 4, 2026",$570.58,$0.00,,,Fixed price,https://www.ebay.com/itm/406597727963
1/4 oz American Gold Eagle Coin BU (Random Year),146670377002,"Apr 2, 2026","$1,287.71",$0.00,,,Fixed price,https://www.ebay.com/itm/146670377002
American Gold Eagle Proof 1/4 oz $10 - Coin in OGP - Random Date,376211949126,"Apr 2, 2026","$1,303.74",$0.00,,,Fixed price,https://www.ebay.com/itm/376211949126
Random Date 1986-2026 $5 American Gold Eagle - 1/10 Oz Gold US Mint BU,134554630342,"Apr 5, 2026",$555.28,$0.00,,,Fixed price,https://www.ebay.com/itm/134554630342
2026 $5 American Gold Eagle 1/10 oz Brilliant Uncirculated,205844257928,"Apr 5, 2026",$544.74,$0.00,,,Fixed price,https://www.ebay.com/itm/205844257928
1/2 oz American Gold Eagle Coin BU - Random Year - $25 US Gold,297174346398,"Apr 2, 2026","$2,539.26",$0.00,,,Fixed price,https://www.ebay.com/itm/297174346398
Random Year - 1/4 oz Gold American Eagle $10 Coin BU,233681915508,"Apr 1, 2026","$1,340.59",$0.00,,,Fixed price,https://www.ebay.com/itm/233681915508
$5 American Gold Eagle 1/10 oz Random Year Brilliant Uncirculated,317033453861,"Apr 1, 2026",$524.25,$0.00,,,Fixed price,https://www.ebay.com/itm/317033453861
"2026 W 250th Anniversary Proof Silver Eagle NGC PF 70 UC, FR Gold 250 Presale",317967717604,"Apr 3, 2026",$329.79,$0.00,,,Fixed price,https://www.ebay.com/itm/317967717604
1/2 oz American Gold Eagle Coin BU (Random Year),116740742791,"Apr 4, 2026","$2,562.79",$0.00,,,Fixed price,https://www.ebay.com/itm/116740742791
2026 American Gold Eagle 1/4 oz $10 - BU,406592996706,"Mar 26, 2026","$1,331.89",$0.00,,,Fixed price,https://www.ebay.com/itm/406592996706
1/4 oz American Gold Eagle $10 Coin (Random Year),386299955115,"Apr 6, 2026","$1,301.69",$0.00,,,Fixed price,https://www.ebay.com/itm/386299955115
1 oz American Gold Eagle $50 Coin (Random Year),394325781264,"Apr 3, 2026","$4,993.98",$0.00,,,Fixed price,https://www.ebay.com/itm/394325781264
2026 $25 American Gold Eagle 1/2 oz Brilliant Uncirculated,205844257922,"Apr 2, 2026","$2,516.50",$0.00,,,Fixed price,https://www.ebay.com/itm/205844257922
American Gold Eagle Coin Proof 1/2 oz $25 - PCGS PR70 Random Date and Label,306379814263,"Mar 26, 2026","$2,502.62",$0.00,,,Fixed price,https://www.ebay.com/itm/306379814263
2026 1/4 oz American Gold Eagle Coin BU,127621919942,"Apr 6, 2026","$1,358.75",$0.00,,,Fixed price,https://www.ebay.com/itm/127621919942
2026 W Silver Eagle Liberty Bell 250 Privy FDI PF70 John Hancock (1776-2026),257398241204,"Mar 20, 2026",$370.69,$0.00,,,Fixed price,https://www.ebay.com/itm/257398241204
American Gold Eagle Coin Proof 1/4 oz $10 - NGC PF70 Random Date and Label,306302894439,"Apr 2, 2026","$1,284.95",$0.00,,,Fixed price,https://www.ebay.com/itm/306302894439
1/10 oz American Gold Eagle Coin Random Year (BU) $5 Gold Coin #A618,145664097350,"Apr 1, 2026",$553.72,$0.00,,,Fixed price,https://www.ebay.com/itm/145664097350
American Gold Eagle (1/2 oz) $25 - BU - Random Date,302304568623,"Apr 3, 2026","$2,512.75",$0.00,,,Fixed price,https://www.ebay.com/itm/302304568623
American Gold Eagle Coin Proof 1/2 oz $25 - NGC PF70 Random Date and Label,306302894508,"Apr 2, 2026","$2,505.08",$0.00,,,Fixed price,https://www.ebay.com/itm/306302894508
American Gold Eagle Proof 1 oz $50 - Coin in OGP - Random Date,376211961356,"Apr 4, 2026","$4,804.09",$0.00,,,Fixed price,https://www.ebay.com/itm/376211961356
2026 $10 American Gold Eagle 1/4 oz Brilliant Uncirculated,317533509823,"Mar 23, 2026","$1,339.28",$0.00,,,Fixed price,https://www.ebay.com/itm/317533509823
2026 W Gold American Eagle One-Tenth Ounce PCGS PR70DCAM FDI W/OGP #255,137107581250,"Apr 3, 2026",$937.30,$0.00,,,Fixed price,https://www.ebay.com/itm/137107581250
Random Year $5 1/10 oz Proof American Gold Eagle in Capsule Coin,297127088468,"Apr 3, 2026",$517.81,$0.00,,,Fixed price,https://www.ebay.com/itm/297127088468
American Gold Eagle Coin Proof 1 oz $50 - NGC PF70 Random Date and Label,306302894434,"Mar 31, 2026","$4,815.30",$0.00,,,Fixed price,https://www.ebay.com/itm/306302894434
American Gold Eagle Proof 1 oz $50 - Coin in Capsule - Random Date,375568496381,"Mar 31, 2026","$4,978.64",$0.00,,,Fixed price,https://www.ebay.com/itm/375568496381
2026 American Gold Eagle 1 oz $50 - BU,376864788980,"Apr 6, 2026","$5,063.83",$0.00,,,Fixed price,https://www.ebay.com/itm/376864788980
1/100 oz Gold Round: American Bald Eagle - MPM,127041037284,"Mar 20, 2026",$75.62,$0.00,,,Fixed price,https://www.ebay.com/itm/127041037284
American Gold Eagle 1/4 oz $10 - NGC MS69 Random Date and Label,404887927806,"Apr 4, 2026","$1,278.85",$0.00,,,Fixed price,https://www.ebay.com/itm/404887927806
2026 W $5 Gold American Eagle 1/10 oz Proof Coin NGC PF70 First Day of Issue,147224864229,"Apr 5, 2026",$944.26,$0.00,,,Fixed price,https://www.ebay.com/itm/147224864229
1776-2026 W Proof $5 American Gold Eagle 1/10 oz NGC PF70UC First Day Bell,168170151305,"Apr 3, 2026","$1,168.48",$0.00,,,Fixed price,https://www.ebay.com/itm/168170151305
2026 W Silver Eagle Liberty Bell 250 Privy FDI PF70 NGC Harrigal (1776–2026),257323059963,"Apr 4, 2026",$379.87,$0.00,,,Fixed price,https://www.ebay.com/itm/257323059963
1776-2026 W Proof $5 American Gold Eagle 1/10 oz NGC PF70UC First Day Bell,168170151305,"Apr 3, 2026","$1,169.86",$0.00,,,Fixed price,https://www.ebay.com/itm/168170151305,14
2025 American .999 Silver Eagle 1 oz Coin SELECT 24KT GOLD Gilded 2-Sided w/BOX,316433584071,"Mar 13, 2026",$140.06,$21.48,,,Fixed price,https://www.ebay.com/itm/316433584071,19
"1/4 oz Proof American Gold Eagle Coin (Random Year, Capsules Only)",395842614342,"Jan 17, 2026","$1,157.81",$0.00,,,Fixed price,https://www.ebay.com/itm/395842614342,17
US Mint Presentation Case For 1/4 oz Gold American Eagle Coin Display Gift Box,405192613184,"Apr 12, 2026",$12.70,$26.16,,,Fixed price,https://www.ebay.com/itm/405192613184,17
2025 1/10 oz American Gold Eagle MS-70 PCGS (FirstStrike®),116435685915,"Mar 31, 2026",$618.14,$0.00,,,Fixed price,https://www.ebay.com/itm/116435685915,15
"US Mint Gift Case Capsule Box 1/10 oz Gold American Eagle Color - Black, No Coin",116606873786,"Apr 9, 2026",$9.38,$4.34,,,Fixed price,https://www.ebay.com/itm/116606873786,22
2026 W $5 Gold American Eagle 1/10 oz Proof Coin NGC PF70 First Day of Issue,147224864229,"Apr 7, 2026",$944.93,$0.00,,,Fixed price,https://www.ebay.com/itm/147224864229,14
QTY 5 - 1 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPSULES,156254250848,"Apr 8, 2026",$17.08,$0.00,,,Fixed price,https://www.ebay.com/itm/156254250848,14
1776-2026 W Proof $50 American Gold Proof Eagle 1 oz NGC PF70UC First Day Bell !,168210598315,"Apr 11, 2026","$7,428.24",$0.00,,,Fixed price,https://www.ebay.com/itm/168210598315,13
,,"Nov 22, 2025",$456.58,$0.00,,,Fixed price,,19
Random Year $25 1/2 oz American Gold Eagle Uncirculated Coin BU,296766195459,"Mar 7, 2026","$2,786.71",$0.00,,,Fixed price,https://www.ebay.com/itm/296766195459,14
2026 1 oz American Gold Eagle Coin BU,297852751751,"Mar 29, 2026","$5,157.91",$0.00,,,Fixed price,https://www.ebay.com/itm/297852751751,16
BLACK RUTHENIUM 1 oz .999 Fine Silver 2025 American Eagle US Coin 24K Gold Clad,312052582322,"Feb 6, 2026",$121.05,$17.59,,,Fixed price,https://www.ebay.com/itm/312052582322,19
2009 $25 American Gold Eagle 1/2 oz Brilliant Uncirculated,315708306449,"Mar 11, 2026","$2,720.61",$0.00,,,Fixed price,https://www.ebay.com/itm/315708306449,14
American Coin Treasures 1933 P $20 Gold Double Eagle Mint gold,389523913197,"Feb 15, 2026",$17.33,$3.49,,,Fixed price,https://www.ebay.com/itm/389523913197,22
1987 1 oz American Gold Eagle BU (MCMLXXXVII),122771612635,"Mar 16, 2026","$4,952.06",$0.00,,,Fixed price,https://www.ebay.com/itm/122771612635,12
1/2 oz American Gold Eagle MS-69 PCGS (Random Year),144414183886,"Feb 25, 2026","$2,735.61",$49.99,,,Fixed price,https://www.ebay.com/itm/144414183886,14
2026 Gold 1 oz Gold American Eagle $50 US Mint Gold Eagle .9167 Fine Gold Coin,198031334382,"Mar 24, 2026","$5,111.03",$0.00,,,Fixed price,https://www.ebay.com/itm/198031334382,12
Random Year $10 1/4 oz Proof American Gold Eagle in Capsule Coin,297127647676,"Apr 7, 2026","$1,279.02",$0.00,,,Fixed price,https://www.ebay.com/itm/297127647676,15
2026 1/2 oz American Gold Eagle Coin BU,297852751755,"Mar 16, 2026","$2,738.04",$0.00,,,Fixed price,https://www.ebay.com/itm/297852751755,12
Item ID 376554878956,376554878956,"Dec 7, 2025",$69.32,$0.00,,,Fixed price,https://www.ebay.com/itm/376554878956,19
"1/10 oz American Gold Eagle Coin MS70 (Random Year, Label, PCGS or NGC)",387082623255,"Mar 23, 2026",$523.31,$0.00,,,Fixed price,https://www.ebay.com/itm/387082623255,66
2025 $10 1/4-oz American Gold Eagle BU,387655928897,"Jan 18, 2026","$1,225.02",$0.00,,,Fixed price,https://www.ebay.com/itm/387655928897,16
"1/10 oz American Gold Eagle Coin MS69 (Random Year, Varied Label, PCGS or NGC)",388336780352,"Jan 15, 2026",$498.47,$0.00,,,Fixed price,https://www.ebay.com/itm/388336780352,40
12 Pack 22 mm Slab Coin Holders For US 1/4 Oz Gold Platinum American Eagle,405798170259,"Mar 17, 2026",$16.31,$24.87,,,Fixed price,https://www.ebay.com/itm/405798170259,14
2023 1/4 oz American Gold Eagle Coin BU,115667874998,"Mar 20, 2026","$1,418.96",$0.00,,,Fixed price,https://www.ebay.com/itm/115667874998,11
2025 1/10 oz American Gold Eagle Coin BU,116427588548,"Jan 28, 2026",$590.36,$0.00,,,Fixed price,https://www.ebay.com/itm/116427588548,11
"2026 1 oz American Gold Eagle MS-70 PCGS (FDI, 250th Anniv Label)",127612847890,"Apr 2, 2026","$5,544.03",$49.99,,,Fixed price,https://www.ebay.com/itm/127612847890,11
2025 Eagle S Early Release MS70 1 of 2000 RARE GOLD SLAB.,136126828831,"Feb 4, 2026",$154.96,$5.26,,,Fixed price,https://www.ebay.com/itm/136126828831,13
$5 American Gold Eagle 1/10 oz Random Year Brilliant Uncirculated,145639043559,"Feb 17, 2026",$565.93,$0.00,,,Fixed price,https://www.ebay.com/itm/145639043559,24
Coin Bezel 1 OZ GOLD American Eagle 32mm Sterling Silver Bezel SCREW TOP,164537329354,"Feb 20, 2026",$43.86,$7.10,,,Fixed price,https://www.ebay.com/itm/164537329354,13
10 Guardhouse Tetra 2x2 Coin Snaplock Holder 1/10 oz. $5 American Gold Eagle,256234948711,"Mar 11, 2026",$9.93,$0.00,,,Fixed price,https://www.ebay.com/itm/256234948711,11
Lot of 5 - Empty 1 oz Gold American Eagle Coin Tube (Slightly Used Red) No Coins,257054089969,"Mar 18, 2026",$18.60,$0.00,,,Fixed price,https://www.ebay.com/itm/257054089969,15
Air Tite 1/2 oz American Gold Eagle Direct Fit Coin Capsule - 27mm (1),274519153999,"Apr 6, 2026",$1.75,$4.66,,,Fixed price,https://www.ebay.com/itm/274519153999,19
Random Year $10 1/4 oz American Gold Eagle Uncirculated Coin BU,296070736276,"Mar 26, 2026","$1,284.95",$0.00,,,Fixed price,https://www.ebay.com/itm/296070736276,12
American Gold Eagle Coin Proof 1/10 oz $5 - PCGS PR70 Random Date and Label,306361147405,"Mar 23, 2026",$551.14,$0.00,,,Fixed price,https://www.ebay.com/itm/306361147405,14
1/2 oz Gold American Eagle Coin - Random Year - BU $25 Gold Coin #A640,364862384323,"Feb 28, 2026","$2,497.68",$0.00,,,Fixed price,https://www.ebay.com/itm/364862384323,14
Lot of 2 Gold 2025 Gold 1/10 oz Gold American Eagle $5 US Mint Eagle BU Coins,403578629969,"Dec 28, 2025",$969.31,$0.00,,,Fixed price,https://www.ebay.com/itm/403578629969,11
2025 Gold 1/2 oz American Eagle $25 Gold Coin US Mint Gold Eagle 1/2 oz coin,404126090798,"Dec 11, 2025","$2,292.55",$0.00,,,Fixed price,https://www.ebay.com/itm/404126090798,11
5 Square Coin Tubes For 1 Oz US American Gold Eagle Long Term Storage 32.7mm New,116012815859,"Apr 8, 2026",$7.96,$0.00,,,Fixed price,https://www.ebay.com/itm/116012815859,10
