Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2013 Lunar Year of the Snake - APMEX - 1/2 oz .999 Silver Round,376991365960,"Mar 13, 2026",$51.46,$0.00,,,Fixed price,https://www.ebay.com/itm/376991365960
2013 Australia Year of the Snake 1 oz Silver Coin 999 Lunar Series II BU,198226428802,"Apr 2, 2026",$85.65,$2.65,,,Fixed price,https://www.ebay.com/itm/198226428802
1 Oz .999 Fine Silver Bar Rand Refinery 2013 Lunar Snake Design Collectible,127746190585,"Mar 22, 2026",$88.92,$0.00,,,Auction,https://www.ebay.com/itm/127746190585
"2013 Canadian 1 oz .9999 Fine Silver 5 Dollars ""Maple Leaf Lunar Snake Privy"" BU",134484265011,"Apr 3, 2026",$138.88,$4.95,,,Fixed price,https://www.ebay.com/itm/134484265011
( Two ) 2013 Australia Year of the Snake 1/2 oz .999 Silver Coins,137108965620,"Mar 18, 2026",$118.00,$0.00,,,Auction,https://www.ebay.com/itm/137108965620
"Australia, 2013 P $1 Silver Lunar Snake High Relief - NGC Graded PF70 UCAM !!",137145879261,"Mar 21, 2026",$149.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137145879261
2013 Australia Year of the Snake Colorized 1 Oz Silver Coin,137146315907,"Mar 28, 2026",$110.00,$0.00,,,Auction,https://www.ebay.com/itm/137146315907
2013 Canada 1 oz Silver Maple Leaf Lunar Snake Privy,144767254311,"Mar 20, 2026",$102.44,$0.00,,,Fixed price,https://www.ebay.com/itm/144767254311
2013 Niue Lunar Year of the Snake Coral 1/2 oz Colorized Proof Silver Coin,156271552742,"Mar 18, 2026",$79.00,$5.52,,,Fixed price,https://www.ebay.com/itm/156271552742
2013 Canada $5 1oz Lunar Snake Privy Mark Silver Maple Leaf Bullion coin,168131445738,"Mar 14, 2026",$109.95,$2.00,,,Fixed price,https://www.ebay.com/itm/168131445738
2013 1 oz Lunar Snake Privy British Silver Britannia Coin,177647686009,"Mar 16, 2026",$92.64,$0.00,,,Fixed price,https://www.ebay.com/itm/177647686009
(2) 2012/2013 Australia 1/2 oz Lunar Year of the Dragon & Year Of The Snake,178007930981,"Apr 3, 2026",$90.00,$0.00,,,Fixed price,https://www.ebay.com/itm/178007930981
2013 Year SNAKE Australia PROOF 50¢ Perth Lunar 1/2 Oz Silver Color in FULL OGP,181018238402,"Mar 25, 2026",$76.51,$0.00,,,Fixed price,https://www.ebay.com/itm/181018238402
2013 1 oz Lunar Snake Privy British .999 Silver Britannia Coin,188114751435,"Mar 12, 2026",$91.50,$5.50,,,Auction,https://www.ebay.com/itm/188114751435
2013 Australia $1 Year of the Snake Colorized 1 Oz .999 Fine Silver Coin,188119356975,"Mar 8, 2026",$100.00,$9.45,,,Fixed price,https://www.ebay.com/itm/188119356975
Australia 1 dollar 1 Oz Year of the Snake Lunar Series II high relief coin 2013,204248393634,"Mar 8, 2026",$199.26,$10.00,,,Fixed price,https://www.ebay.com/itm/204248393634
2013 P Australia Silver Lunar Series II Year of the Snake 1/2 oz BU Sealed,206151995764,"Mar 26, 2026",$57.00,$4.50,,,Auction,https://www.ebay.com/itm/206151995764
2013 PAMP Suisse Lunar Series Year of SNAKE 1 oz .999 Fine Silver in Assay,206162555887,"Mar 30, 2026",$145.50,$5.52,,,Auction,https://www.ebay.com/itm/206162555887
2013 P Australia Silver Lunar Series II Year of the Snake 1/2 oz BU Sealed,206164905556,"Mar 31, 2026",$41.01,$2.68,,,Auction,https://www.ebay.com/itm/206164905556
2013 PAMP Suisse Lunar Series Year of SNAKE 1 oz .999 Fine Silver in Assay,227273452733,"Apr 1, 2026",$162.50,$1.90,,,Auction,https://www.ebay.com/itm/227273452733
Silver! 2013 P Perth Mint ANACS MS70 DCAM Lunar II Snake First Day of Issue,236686224178,"Mar 21, 2026",$103.50,$23.05,,,Auction,https://www.ebay.com/itm/236686224178
2013 P Australia Silver Lunar year SNAKE COLORIZED YELLOW NGC PF 70 ER 1 oz Coin,251427688458,"Mar 29, 2026",$188.76,$96.00,,,Fixed price,https://www.ebay.com/itm/251427688458
2013 P Australia Silver Lunar year SNAKE GREEN Berlin Fair NGC MS 70 1 oz Coin R,251427734754,"Mar 14, 2026",$276.52,$23.05,,,Fixed price,https://www.ebay.com/itm/251427734754
2013 Lunar Year of the Snake 1/2 oz .999 Silver Coin Perth Australia Series II,257422836746,"Mar 30, 2026",$50.00,$5.20,,,Fixed price,https://www.ebay.com/itm/257422836746
2013 PAMP Suisse 1 Oz Silver Lunar Year Snake Silver Bar In Assay,257430895615,"Apr 4, 2026",$144.50,$6.00,,,Auction,https://www.ebay.com/itm/257430895615
1/2 OZ SILVER PROOF COIN NIUE LUNAR YEAR OF THE SNAKE HARLEQUIN CORALW/COA,277221392517,"Mar 30, 2026",$50.00,$9.45,,,Fixed price,https://www.ebay.com/itm/277221392517
2013 Australia Silver 1 Oz $ 1 Yr Of The Snake Coin Colorized .999,277809216443,"Mar 16, 2026",$100.00,$3.00,,,Auction,https://www.ebay.com/itm/277809216443
2013 Australia Chinese Lunar Year Snake Colored 1/2oz Silver Proof Coin w/OGP,285776068992,"Mar 11, 2026",$75.00,$5.62,,,Fixed price,https://www.ebay.com/itm/285776068992
1/2 OZ SILVER PROOF COIN NIUE LUNAR YEAR OF THE SNAKE HARLEQUIN CORALW/COA,286588272341,"Mar 26, 2026",$120.00,$5.62,,,Fixed price,https://www.ebay.com/itm/286588272341
Pamp Suisse 1 oz Silver Bar 2013 Lunar Snake,306827895028,"Mar 20, 2026",$199.95,$0.00,,,Fixed price,https://www.ebay.com/itm/306827895028
2013 P Australia Snake 1 oz Silver NGC MS70 First 1000 Struck,306841420343,"Mar 31, 2026",$124.95,$0.00,,,Fixed price,https://www.ebay.com/itm/306841420343
2013 1/2 oz .999 Fine Silver BU Perth Lunar Year of the Snake W/ Capsule,317909471367,"Mar 29, 2026",$50.00,$0.00,,,Fixed price,https://www.ebay.com/itm/317909471367
2013 Year of the Snake 1/2 oz .999 Silver Coin - Colorized - Proof w/ Packaging,318043818409,"Mar 25, 2026",$53.00,$10.00,,,Auction,https://www.ebay.com/itm/318043818409
Proof 2013 Australia Year Of The Snake 1 OZ Silver Perth Mint,327049300446,"Mar 20, 2026",$105.50,$5.52,,,Auction,https://www.ebay.com/itm/327049300446
PAMP Suisse 2013 Lunar Snake 1 oz Silver Bar with Assay Card Year of the Snake,366316480531,"Apr 1, 2026",$145.00,$6.75,,,Fixed price,https://www.ebay.com/itm/366316480531
2013-P Australia PCGS 1 oz Silver Year of the Snake UNC MS70 First Strike,389708343404,"Mar 22, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/389708343404
2013 P AUSTRALIA Lunar YEAR of SNAKE 1 oz pure Silver Coin NGC MS70 red label,397700859772,"Mar 18, 2026",$96.00,$5.27,,,Auction,https://www.ebay.com/itm/397700859772
2013 - Lunar Year of the Snake Niue $2 coin w/ Egg & Box 1/2 0z. 999 Silver Coin,406329900757,"Mar 20, 2026",$89.99,$10.15,,,Fixed price,https://www.ebay.com/itm/406329900757
,,"Jan 23, 2026",$149.41,$18.02,,,Fixed price,,1
,,"Jan 25, 2026",$115.00,$4.95,,,Fixed price,,1
,,"Jan 25, 2026",$110.00,$35.15,,,Fixed price,,1
2013 Australia $1 Year of the Snake Colorized 1 Oz .999 Fine Silver Coin,188135888794,"Apr 19, 2026",$110.00,$9.45,,,Fixed price,https://www.ebay.com/itm/188135888794,2
,,"Jan 21, 2026",$47.50,$4.95,,,Fixed price,,1
,,"Jan 25, 2026",$126.00,$0.00,,,Fixed price,,1
,,"Feb 1, 2026",$95.00,$5.95,,,Fixed price,,1
5 x 1 oz .999 Silver - 2013 Australia Dollars Year of the Snake,198268324420,"Apr 20, 2026",$450.00,$0.00,,,Auction,https://www.ebay.com/itm/198268324420,1
2013 Australia Year of the Snake 1 oz Silver Coin 999 Lunar Series II BU,198319098449,"Apr 30, 2026",$89.95,$5.95,,,Fixed price,https://www.ebay.com/itm/198319098449,1
,,"Jan 22, 2026",$52.50,$0.00,,,Auction,,1
,,"Jan 19, 2026",$115.00,$5.00,,,Fixed price,,1
2013 P Australia Silver Lunar Series II Year of the Snake 1/2 oz BU Sealed,206214782574,"Apr 23, 2026",$41.00,$1.20,,,Auction,https://www.ebay.com/itm/206214782574,1
2013 P Australia Silver Lunar Series II Year of the Snake 1/2 oz BU Sealed,206228771774,"Apr 30, 2026",$43.46,$4.50,,,Auction,https://www.ebay.com/itm/206228771774,1
,,"Jan 27, 2026",$42.50,$5.00,,,Fixed price,,1
2013 PAMP Suisse Lunar Series Year of SNAKE 1 oz .999 Fine Silver in Assay,227230953789,"Mar 3, 2026",$191.50,$1.84,,,Auction,https://www.ebay.com/itm/227230953789,1
2013 1 Oz Silver Year Of The Snake,227317833095,"May 1, 2026",$75.00,$8.85,,,Auction,https://www.ebay.com/itm/227317833095,1
,,"Nov 13, 2025",$99.00,$10.00,,,Fixed price,,1
,,"Dec 21, 2025",$97.00,$0.00,,,Auction,,1
