Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
American Gold Eagle Proof 1/2 oz $25 - Coin in Capsule - Random Date,305705374463,"Apr 4, 2026","$2,477.08",$0.00,,,Fixed price,https://www.ebay.com/itm/305705374463
1/2 oz American Gold Eagle $25 Coin (Random Year),395094778663,"Apr 3, 2026","$2,615.56",$0.00,,,Fixed price,https://www.ebay.com/itm/395094778663
1/2 oz American Gold Eagle Coin BU - Random Year - $25 US Gold,297174346398,"Apr 2, 2026","$2,539.26",$0.00,,,Fixed price,https://www.ebay.com/itm/297174346398
1/2 oz American Gold Eagle Coin BU (Random Year),116740742791,"Apr 4, 2026","$2,562.79",$0.00,,,Fixed price,https://www.ebay.com/itm/116740742791
2026 $25 American Gold Eagle 1/2 oz Brilliant Uncirculated,205844257922,"Apr 2, 2026","$2,516.50",$0.00,,,Fixed price,https://www.ebay.com/itm/205844257922
American Gold Eagle Coin Proof 1/2 oz $25 - PCGS PR70 Random Date and Label,306379814263,"Mar 26, 2026","$2,502.62",$0.00,,,Fixed price,https://www.ebay.com/itm/306379814263
American Gold Eagle (1/2 oz) $25 - BU - Random Date,302304568623,"Apr 3, 2026","$2,512.75",$0.00,,,Fixed price,https://www.ebay.com/itm/302304568623
American Gold Eagle Coin Proof 1/2 oz $25 - NGC PF70 Random Date and Label,306302894508,"Apr 2, 2026","$2,505.08",$0.00,,,Fixed price,https://www.ebay.com/itm/306302894508
1986 1/2 oz American Gold Eagle BU (MCMLXXXVI),121832138047,"Apr 6, 2026","$2,632.98",$0.00,,,Fixed price,https://www.ebay.com/itm/121832138047
1/2 oz American Gold Eagle $25 Coin (Random Year),396053483765,"Apr 3, 2026","$2,714.31",$0.00,,,Fixed price,https://www.ebay.com/itm/396053483765
Random Date 1986-2026 $25 American Gold Eagle - 1/2 Oz. Gold - U.S. Gold Coin,137016716486,"Apr 6, 2026","$2,605.07",$0.00,,,Fixed price,https://www.ebay.com/itm/137016716486
Random Year $25 1/2 oz Proof American Gold Eagle in Capsule Coin,297127700286,"Apr 1, 2026","$2,533.32",$0.00,,,Fixed price,https://www.ebay.com/itm/297127700286
$25 American Gold Eagle 1/2 oz Random Year Brilliant Uncirculated,317048782175,"Mar 23, 2026","$2,565.62",$0.00,,,Fixed price,https://www.ebay.com/itm/317048782175
American Gold Eagle 1/2 oz $25 - NGC MS70 Random Date and Label,405103826473,"Mar 31, 2026","$2,519.14",$0.00,,,Fixed price,https://www.ebay.com/itm/405103826473
2026 American Gold Eagle 1/2 oz $25 - BU,376864531073,"Mar 19, 2026","$2,723.59",$0.00,,,Fixed price,https://www.ebay.com/itm/376864531073
American Gold Eagle 1/2 oz $25 - NGC MS69 Random Date and Label,305477955494,"Apr 5, 2026","$2,611.75",$0.00,,,Fixed price,https://www.ebay.com/itm/305477955494
American Gold Eagle 1/2 oz $25 - PCGS MS69 Random Date and Label,404887945086,"Mar 24, 2026","$2,504.82",$0.00,,,Fixed price,https://www.ebay.com/itm/404887945086
2025 American 1 OZ Silver Eagle Coin BLACK RUTHENIUM w/ 24K Gold Detail - TYPE 2,234123063244,"Apr 5, 2026",$179.95,$39.95,,,Fixed price,https://www.ebay.com/itm/234123063244
2026 W AMERICAN EAGLE ONE-HALF OUNCE GOLD PROOF LIBERTY BELL PRIVY DUAL DATE!!!,188161808706,"Mar 31, 2026","$3,399.49",$0.00,,,Fixed price,https://www.ebay.com/itm/188161808706
$25 American Gold Eagle 1/2 oz Random Year Impaired,205608903318,"Mar 9, 2026","$2,710.12",$0.00,,,Fixed price,https://www.ebay.com/itm/205608903318
2021 $25 Type 2 American Gold Eagle 1/2 oz Brilliant Uncirculated,313603218840,"Mar 31, 2026","$2,513.05",$0.00,,,Fixed price,https://www.ebay.com/itm/313603218840
American Gold Eagle 1/2 oz $25 - PCGS MS70 Random Date and Label,375336158616,"Mar 28, 2026","$2,481.89",$0.00,,,Fixed price,https://www.ebay.com/itm/375336158616
1/2 oz $25 American Gold Eagle Coin Bezel 27mm Screw Top 10k Yellow Gold,137062455774,"Mar 31, 2026",$333.49,$0.00,,,Fixed price,https://www.ebay.com/itm/137062455774
Pre 2026 W Gold Eagle One-Tenth Ounce PCGS PR70DCAM First Strike W/OGP #2,137107581249,"Mar 27, 2026",$907.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137107581249
2007 1/2 oz American Gold Eagle MS-70 NGC,145641370479,"Mar 21, 2026","$2,553.79",$0.00,,,Fixed price,https://www.ebay.com/itm/145641370479
2026 $25 1/2-oz American Gold Eagle Brilliant Uncirculated,146970072499,"Apr 2, 2026","$2,605.68",$0.00,,,Fixed price,https://www.ebay.com/itm/146970072499
2026 1/2 oz American Gold Eagle MS-70 PCGS (FirstStrike®),147082490266,"Mar 27, 2026","$2,594.19",$0.00,,,Fixed price,https://www.ebay.com/itm/147082490266
2025 1/2 oz American Gold Eagle $25 Coin (BU),176720614393,"Mar 15, 2026","$2,795.43",$0.00,,,Fixed price,https://www.ebay.com/itm/176720614393
2026 $25 American Gold Eagle 1/2 oz PCGS MS70 FS Flag Label,177706423967,"Apr 4, 2026","$2,663.60",$0.00,,,Fixed price,https://www.ebay.com/itm/177706423967
"1/10, 1/4, 1/2 & 1 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPS",205696328520,"Mar 26, 2026",$17.04,$0.00,,,Fixed price,https://www.ebay.com/itm/205696328520
2023 - 1/2 Ounce .999 Gold American Eagle - 24k Fine (BU) Glided Repro Coin,236673310796,"Mar 27, 2026",$28.52,$0.00,,,Fixed price,https://www.ebay.com/itm/236673310796
2024 $25 American Gold Eagle 1/2 oz Brilliant Uncirculated,315092536467,"Mar 31, 2026","$2,523.67",$0.00,,,Fixed price,https://www.ebay.com/itm/315092536467
5 Lighthouse EVERSLAB 27mm Graded Coin Slabs 1/2 oz Gold American Eagle Holders,360902046617,"Mar 18, 2026",$14.12,$0.00,,,Fixed price,https://www.ebay.com/itm/360902046617
2026 1/2 oz American Gold Eagle Coin PCGS MS70 FS,397468241500,"Apr 1, 2026","$2,789.46",$0.00,,,Fixed price,https://www.ebay.com/itm/397468241500
American Gold Eagle Proof 1/2 oz $25 - Coin in OGP - Random Date,405824564104,"Mar 7, 2026","$2,756.75",$0.00,,,Fixed price,https://www.ebay.com/itm/405824564104
2021 1 oz American Gold Eagle (Type 2) MS-70 PCGS (FDI),114824983922,"Mar 8, 2026","$5,644.62",$0.00,,,Fixed price,https://www.ebay.com/itm/114824983922
1986 1/2 oz American Gold Eagle MS-69 NGC,115682166734,"Mar 24, 2026","$2,513.20",$0.00,,,Fixed price,https://www.ebay.com/itm/115682166734
2012 1/2 oz American Gold Eagle MS-70 NGC,115792759783,"Mar 23, 2026","$2,567.19",$0.00,,,Fixed price,https://www.ebay.com/itm/115792759783
"2026 1/2 oz American Gold Eagle MS-70 PCGS (FDI, Black Label)",116973302520,"Mar 9, 2026","$2,893.01",$0.00,,,Fixed price,https://www.ebay.com/itm/116973302520
"2026 1/2 oz American Gold Eagle MS-70 PCGS (FS®, Black Label)",116973302535,"Apr 4, 2026","$2,639.54",$0.00,,,Fixed price,https://www.ebay.com/itm/116973302535
14K Solid Gold Bezel for 1/2 Oz. American Eagle $25 Gold Bullion Coin! 3.6 Grams,117036491038,"Mar 9, 2026",$495.00,$12.65,,,Fixed price,https://www.ebay.com/itm/117036491038
1776-2026 W $25 Gold Eagle FDI (PF 70-UCAM),117114870760,"Apr 5, 2026","$4,301.00",$0.00,,,Auction,https://www.ebay.com/itm/117114870760
1998 1/2 oz American Gold Eagle BU,122771613693,"Mar 29, 2026","$2,549.81",$0.00,,,Fixed price,https://www.ebay.com/itm/122771613693
2000 1/2 oz American Gold Eagle BU,122771700905,"Mar 23, 2026","$2,520.30",$0.00,,,Fixed price,https://www.ebay.com/itm/122771700905
"Guardhouse Half 1/2 Oz Gold American Eagle Direct Fit Capsules,10 per Box",125107016387,"Mar 27, 2026",$10.34,$0.00,,,Fixed price,https://www.ebay.com/itm/125107016387
2023 1/10 oz American Gold Eagle Coin BU,125672534568,"Mar 10, 2026",$642.49,$0.00,,,Fixed price,https://www.ebay.com/itm/125672534568
2006-W 1/2 oz Burnished American Gold Eagle MS-70 NGC,126407604250,"Mar 25, 2026","$2,585.55",$0.00,,,Fixed price,https://www.ebay.com/itm/126407604250
2005-W $25 American Gold Eagle Mercanti 1/2 Oz Gold PF70 UCAM NGC *5449,126936202537,"Apr 3, 2026","$2,685.00",$0.00,,,Fixed price,https://www.ebay.com/itm/126936202537
2011 1/2 oz American Gold Eagle MS-70 NGC,116029967267,"Feb 3, 2026","$2,793.67",$0.00,,,Fixed price,https://www.ebay.com/itm/116029967267,1
2024 1/2 oz American Gold Eagle Coin BU,116084663769,"Oct 27, 2025","$2,265.54",$0.00,,,Fixed price,https://www.ebay.com/itm/116084663769,1
2006 1/2 oz American Gold Eagle MS-69 PCGS,116514071431,"Jan 9, 2026","$2,553.46",$0.00,,,Fixed price,https://www.ebay.com/itm/116514071431,1
2013 W American Silver Eagle 2 coin Set PCGS 70 Early Release*GOLD STAR* SP & PR,116558363496,"Feb 16, 2026",$300.00,$71.70,,,Fixed price,https://www.ebay.com/itm/116558363496,1
1996 1/2 oz American Gold Eagle MS-69 NGC,116665319922,"Feb 6, 2026","$3,187.66",$0.00,,,Fixed price,https://www.ebay.com/itm/116665319922,1
2022 1/2 oz American Gold Eagle MS-70 PCGS (First Day of Issue),116669323906,"Oct 23, 2025","$2,373.67",$0.00,,,Fixed price,https://www.ebay.com/itm/116669323906,1
,,"Oct 29, 2025","$1,603.00",$12.50,,,Fixed price,,1
,,"Nov 16, 2025","$2,175.07",$0.00,,,Auction,,1
,,"Dec 2, 2025","$2,200.00",$0.00,,,Fixed price,,1
,,"Dec 8, 2025","$2,114.70",$0.00,,,Fixed price,,1
,,"Dec 16, 2025","$2,195.00",$0.00,,,Auction,,1
,,"Jan 1, 2026","$3,450.00",$0.00,,,Fixed price,,1
,,"Jan 11, 2026","$2,356.00",$0.00,,,Auction,,1
,,"Jan 6, 2026","$2,150.00",$7.50,,,Fixed price,,1
"2026 1/2 oz American Gold Eagle MS-70 NGC (ER, 40th Anniversary)",116973302564,"Mar 5, 2026","$2,851.36",$0.00,,,Fixed price,https://www.ebay.com/itm/116973302564,1
2x Ultra Breaks Privy Power 1 & 2 Silver Eagle MS70 Gold Chase New Sealed,116979923684,"Jan 18, 2026",$190.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116979923684,1
2008 1/2 oz American Gold Eagle MS-69 NGC (Early Releases),116986825419,"Jan 27, 2026","$2,855.67",$0.00,,,Fixed price,https://www.ebay.com/itm/116986825419,1
2000 GOLD COIN $25 AMERICAN EAGLE 1/2 OZ,117004386058,"Jan 27, 2026","$2,550.00",$5.77,,,Fixed price,https://www.ebay.com/itm/117004386058,1
2008-W American Eagle .5 Oz Gold Proof Coin COA & Case US Mint,117036470650,"Feb 22, 2026","$2,651.00",$15.00,,,Auction,https://www.ebay.com/itm/117036470650,1
2015-W American Eagle 1/2 Oz Gold Proof Coin $25 US Mint .5 Troy Oz COA & Case,117036487246,"Feb 22, 2026","$2,755.00",$7.84,,,Auction,https://www.ebay.com/itm/117036487246,1
1981 Gold 1/2 Oz PCGS Willa Cather AV Medal - American Arts Commemorative eagle,117038191081,"Feb 22, 2026","$2,601.05",$0.00,,,Auction,https://www.ebay.com/itm/117038191081,1
1986 1/2 oz American Gold Eagle Coin,117049223983,"Feb 21, 2026","$2,545.00",$0.00,,,Fixed price,https://www.ebay.com/itm/117049223983,1
2010 1/2 oz American Gold Eagle BU,121857595616,"Nov 24, 2025","$2,370.58",$0.00,,,Fixed price,https://www.ebay.com/itm/121857595616,1
2009 1/2 oz American Gold Eagle MS-70 NGC (Early Releases),124540229046,"Nov 5, 2025","$2,315.77",$0.00,,,Fixed price,https://www.ebay.com/itm/124540229046,1
"2024 1/2 oz American Gold Eagle MS-70 PCGS (FDI,Black Label)",126423927027,"Jan 21, 2026","$2,753.84",$0.00,,,Fixed price,https://www.ebay.com/itm/126423927027,1
2024 1/2 oz American Gold Eagle MS-70 PCGS (FirstStrike®),126423927036,"Oct 31, 2025","$2,288.89",$0.00,,,Fixed price,https://www.ebay.com/itm/126423927036,2
1993 1/2 oz American Gold Eagle MS-69 NGC,126464016857,"Feb 6, 2026","$3,084.83",$0.00,,,Fixed price,https://www.ebay.com/itm/126464016857,1
1988-P 1/2 oz Proof American Gold Eagle PR-69 DCAM PCGS,126556458962,"Oct 17, 2025","$2,414.54",$0.00,,,Fixed price,https://www.ebay.com/itm/126556458962,1
1993 $25 American Gold Eagle 1/2 Oz Gold MS70 ICG *6743,126592169927,"Jan 28, 2026","$2,795.00",$0.00,,,Fixed price,https://www.ebay.com/itm/126592169927,1
,,"Jan 12, 2026","$2,656.15",$0.00,,,Fixed price,,1
1996 $25 American Gold Eagle 1/2 Oz 0.5 Oz Gold MS69 ICG *2085,126797946663,"Jan 28, 2026","$2,656.15",$0.00,,,Fixed price,https://www.ebay.com/itm/126797946663,1
1996 $25 American Gold Eagle 1/2 Oz 0.5 Oz Gold MS69 ICG *2084,126797952874,"Jan 28, 2026","$2,656.15",$0.00,,,Fixed price,https://www.ebay.com/itm/126797952874,1
2021-W 1/4 oz Proof American Gold Eagle (Type 2) (Box & COA),126905902786,"Feb 5, 2026","$1,510.20",$0.00,,,Fixed price,https://www.ebay.com/itm/126905902786,1
2014-W $25 American Gold Eagle Mercanti 1/2 Oz Gold PF70 UCAM NGC *5450,126936216267,"Jan 29, 2026","$2,825.00",$0.00,,,Fixed price,https://www.ebay.com/itm/126936216267,1
2015-W $25 American Gold Eagle Mercanti 1/2 Oz Gold PF70 UCAM NGC *5448,126936262659,"Jan 28, 2026","$2,751.15",$0.00,,,Fixed price,https://www.ebay.com/itm/126936262659,1
