Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1/10 oz American Gold Eagle $5 Coin (Random Year),176038891530,"Apr 6, 2026",$528.61,$0.00,,,Fixed price,https://www.ebay.com/itm/176038891530
2026 1/10 oz American Gold Eagle Coin $5 (BU),177682411371,"Apr 3, 2026",$605.47,$0.00,,,Fixed price,https://www.ebay.com/itm/177682411371
1/10 oz American Gold Eagle Coin $5 BU - Random Year,297325569120,"Apr 6, 2026",$535.25,$0.00,,,Fixed price,https://www.ebay.com/itm/297325569120
1/10 oz American Gold Eagle Coin BU (Random Year),126124829455,"Apr 6, 2026",$556.60,$49.99,,,Fixed price,https://www.ebay.com/itm/126124829455
American Gold Eagle Proof 1/4 oz $10 - Coin in Capsule - Random Date,305692394428,"Mar 31, 2026","$1,286.62",$0.00,,,Fixed price,https://www.ebay.com/itm/305692394428
2026 Gold 1/10 oz Gold American Eagle $5 US Mint Gold Eagle .9167 Fine Coin,206001843668,"Apr 5, 2026",$539.70,$0.00,,,Fixed price,https://www.ebay.com/itm/206001843668
American Gold Eagle Proof 1/10 oz $5 - Coin in Capsule - Random Date,305690894883,"Mar 30, 2026",$530.80,$0.00,,,Fixed price,https://www.ebay.com/itm/305690894883
American Gold Eagle Proof 1/10 oz $5 - Coin in OGP - Random Date,405824564097,"Mar 30, 2026",$516.31,$0.00,,,Fixed price,https://www.ebay.com/itm/405824564097
2026 American Gold Eagle 1/10 oz $5 - BU,406597727963,"Apr 4, 2026",$570.58,$0.00,,,Fixed price,https://www.ebay.com/itm/406597727963
American Gold Eagle Proof 1/4 oz $10 - Coin in OGP - Random Date,376211949126,"Apr 2, 2026","$1,303.74",$0.00,,,Fixed price,https://www.ebay.com/itm/376211949126
Random Date 1986-2026 $5 American Gold Eagle - 1/10 Oz Gold US Mint BU,134554630342,"Apr 5, 2026",$555.28,$0.00,,,Fixed price,https://www.ebay.com/itm/134554630342
2026 $5 American Gold Eagle 1/10 oz Brilliant Uncirculated,205844257928,"Apr 5, 2026",$544.74,$0.00,,,Fixed price,https://www.ebay.com/itm/205844257928
Random Year - 1/4 oz Gold American Eagle $10 Coin BU,233681915508,"Apr 1, 2026","$1,340.59",$0.00,,,Fixed price,https://www.ebay.com/itm/233681915508
$5 American Gold Eagle 1/10 oz Random Year Brilliant Uncirculated,317033453861,"Apr 1, 2026",$524.25,$0.00,,,Fixed price,https://www.ebay.com/itm/317033453861
2026 American Gold Eagle 1/4 oz $10 - BU,406592996706,"Mar 26, 2026","$1,331.89",$0.00,,,Fixed price,https://www.ebay.com/itm/406592996706
1/4 oz American Gold Eagle $10 Coin (Random Year),386299955115,"Apr 6, 2026","$1,301.69",$0.00,,,Fixed price,https://www.ebay.com/itm/386299955115
American Gold Eagle Coin Proof 1/4 oz $10 - NGC PF70 Random Date and Label,306302894439,"Apr 2, 2026","$1,284.95",$0.00,,,Fixed price,https://www.ebay.com/itm/306302894439
1/10 oz American Gold Eagle Coin Random Year (BU) $5 Gold Coin #A618,145664097350,"Apr 1, 2026",$553.72,$0.00,,,Fixed price,https://www.ebay.com/itm/145664097350
2026 $10 American Gold Eagle 1/4 oz Brilliant Uncirculated,317533509823,"Mar 23, 2026","$1,339.28",$0.00,,,Fixed price,https://www.ebay.com/itm/317533509823
2026 W Gold American Eagle One-Tenth Ounce PCGS PR70DCAM FDI W/OGP #255,137107581250,"Apr 3, 2026",$937.30,$0.00,,,Fixed price,https://www.ebay.com/itm/137107581250
Random Year $5 1/10 oz Proof American Gold Eagle in Capsule Coin,297127088468,"Apr 3, 2026",$517.81,$0.00,,,Fixed price,https://www.ebay.com/itm/297127088468
American Gold Eagle 1/4 oz $10 - NGC MS69 Random Date and Label,404887927806,"Apr 4, 2026","$1,278.85",$0.00,,,Fixed price,https://www.ebay.com/itm/404887927806
2026 W $5 Gold American Eagle 1/10 oz Proof Coin NGC PF70 First Day of Issue,147224864229,"Apr 5, 2026",$944.26,$0.00,,,Fixed price,https://www.ebay.com/itm/147224864229
1776-2026 W Proof $5 American Gold Eagle 1/10 oz NGC PF70UC First Day Bell,168170151305,"Apr 3, 2026","$1,168.48",$0.00,,,Fixed price,https://www.ebay.com/itm/168170151305
American Gold Eagle 1/4 oz $10 - NGC MS70 Random Date and Label,375364348272,"Mar 25, 2026","$1,277.54",$0.00,,,Fixed price,https://www.ebay.com/itm/375364348272
2026 W Gold American Eagle One-Tenth Ounce PCGS PR70DCAM W/OGP #948,137107581253,"Apr 6, 2026",$885.60,$0.00,,,Fixed price,https://www.ebay.com/itm/137107581253
American Gold Eagle 1/10 oz $5 - NGC MS70 Random Date and Label,305506002247,"Apr 3, 2026",$563.77,$0.00,,,Fixed price,https://www.ebay.com/itm/305506002247
Random Year - 1/10 oz Gold American Eagle $5 Coin Uncirculated BU,233573165678,"Mar 30, 2026",$525.09,$0.00,,,Fixed price,https://www.ebay.com/itm/233573165678
Random Year $10 1/4 oz American Gold Eagle Uncirculated Coin BU,296070736276,"Mar 26, 2026","$1,341.11",$0.00,,,Fixed price,https://www.ebay.com/itm/296070736276
Random Year $10 1/4 oz Proof American Gold Eagle in Capsule Coin,297127647676,"Apr 4, 2026","$1,257.39",$0.00,,,Fixed price,https://www.ebay.com/itm/297127647676
2026 1/10 oz American Gold Eagle Coin BU,297852751754,"Apr 6, 2026",$545.33,$0.00,,,Fixed price,https://www.ebay.com/itm/297852751754
2026 W Gold American Eagle One-Tenth Ounce PCGS PR70DCAM FDI #948,137107581248,"Apr 5, 2026",$917.49,$0.00,,,Fixed price,https://www.ebay.com/itm/137107581248
1/10 oz American Gold Eagle Coin ...Random Year (BU) $5 Gold Coin,317993646646,"Mar 17, 2026",$554.12,$10.62,,,Fixed price,https://www.ebay.com/itm/317993646646
Random Date 1986-2026 $10 American Gold Eagle - 1/4 Oz. Gold - U.S. Gold Coin,364348308351,"Apr 4, 2026","$1,265.99",$0.00,,,Fixed price,https://www.ebay.com/itm/364348308351
Random Year $5 1/10 oz American Gold Eagle Uncirculated Coin BU,375031786154,"Mar 22, 2026",$517.68,$0.00,,,Fixed price,https://www.ebay.com/itm/375031786154
American Gold Eagle 1/10 oz $5 - NGC MS69 Random Date and Label,404890978429,"Mar 31, 2026",$557.33,$0.00,,,Fixed price,https://www.ebay.com/itm/404890978429
American Gold Eagle Coin Proof 1/10 oz $5 - NGC PF70 Random Date and Label,405954289374,"Mar 23, 2026",$564.20,$0.00,,,Fixed price,https://www.ebay.com/itm/405954289374
2026 1/10 oz American Gold Eagle Coin BU,116982041409,"Mar 28, 2026",$562.75,$0.00,,,Fixed price,https://www.ebay.com/itm/116982041409
2009-P $10 Face 1/4 oz Gold American Mint Uncirculated Coin .99 Fine Gold,168198780148,"Apr 3, 2026","$1,365.80",$12.99,,,Fixed price,https://www.ebay.com/itm/168198780148
2025-W Proof $5 American Gold Eagle 1/10 oz PCGS PR70DCAM FS Flag Label,176942435806,"Mar 31, 2026",$675.00,$0.00,,,Fixed price,https://www.ebay.com/itm/176942435806
2015 $5 American Gold Eagle 1/10 oz PCGS MS70 FS Label,177034713257,"Apr 3, 2026",$584.23,$0.00,,,Fixed price,https://www.ebay.com/itm/177034713257
2026 Gold 1/4 oz Gold American Eagle $10 US Mint Gold Eagle .9167 Fine Coin,206001814577,"Apr 5, 2026","$1,286.20",$0.00,,,Fixed price,https://www.ebay.com/itm/206001814577
2026 W Gold American Eagle 1/10 oz Proof Coin W/OGP SEALED,206171108567,"Apr 5, 2026",$800.56,$0.00,,,Fixed price,https://www.ebay.com/itm/206171108567
2026 $5 GOLD AMERICAN EAGLE ✪ NGC MS-70 ✪ 1/10 OZ COIN EDC RED CORE ◢TRUSTED◣,257432333058,"Apr 2, 2026",$549.95,$0.00,,,Fixed price,https://www.ebay.com/itm/257432333058
American Gold Eagle 1/10 oz $5 - PCGS MS70 Random Date and Label,305683022746,"Apr 2, 2026",$562.70,$0.00,,,Fixed price,https://www.ebay.com/itm/305683022746
2001 $5 American Gold Eagle 1/10 oz Brilliant Uncirculated,317017776196,"Mar 26, 2026",$588.60,$0.00,,,Fixed price,https://www.ebay.com/itm/317017776196
American Gold Eagle 1/4 oz $10 - Cull Condition - Random Date,405294791770,"Mar 25, 2026","$1,353.03",$0.00,,,Fixed price,https://www.ebay.com/itm/405294791770
US Mint Presentation Case For 1/10 oz Gold American Eagle Coin Display Gift Box,114118996658,"Apr 3, 2026",$11.66,$0.00,,,Fixed price,https://www.ebay.com/itm/114118996658
2025 1/10 oz American Gold Eagle MS-70 PCGS (FirstStrike®),116435685915,"Mar 31, 2026",$634.70,$0.00,,,Fixed price,https://www.ebay.com/itm/116435685915
Guardhouse 1/10 Oz $5 American Gold Eagle Direct Fit Capsules 10 per Box,124550746400,"Apr 2, 2026",$10.75,$0.00,,,Fixed price,https://www.ebay.com/itm/124550746400
10 - 1/10 Oz US Mint $5 Gold/$10 Platinum American Eagle Proof Coin Capsules OGP,236343611910,"Feb 3, 2026",$18.95,$0.00,,,Fixed price,https://www.ebay.com/itm/236343611910,5
,,"Nov 6, 2025",$16.46,$0.00,,,Fixed price,,8
TUBE of 10 - 24k Pure Gold American Eagle Flag Coin .999 Fine Bullion Round Lot,257376935934,"Mar 18, 2026",$943.74,$0.00,,,Fixed price,https://www.ebay.com/itm/257376935934,5
2025 $5 American Gold Eagle 1/10 oz NGC MS70 ER ALS Label,316011547072,"Jan 29, 2026",$649.50,$0.00,,,Fixed price,https://www.ebay.com/itm/316011547072,5
1999 $5 American Gold Eagle 1/10 Oz Gold MS70 PCGS Blue Label,364641257244,"Feb 5, 2026",$550.42,$0.00,,,Fixed price,https://www.ebay.com/itm/364641257244,5
1986 $5 American Gold Eagle 1/10 Oz MS70 NGC Brown Label,365397554846,"Apr 3, 2026",$679.51,$0.00,,,Fixed price,https://www.ebay.com/itm/365397554846,25
2025 American Gold Eagle 1/10 oz $5 - 1 Roll Fifty 50 BU Coins in Mint Tube,375924560412,"Dec 23, 2025","$24,312.26",$0.00,,,Fixed price,https://www.ebay.com/itm/375924560412,5
2026 American Gold Eagle 1/10 oz $5 - 1 Roll Fifty 50 BU Coins in Mint Tube,376864788974,"Mar 21, 2026","$27,370.33",$0.00,,,Fixed price,https://www.ebay.com/itm/376864788974,5
1993 1/10 oz American Gold Eagle BU,111623263865,"Mar 21, 2026",$580.83,$0.00,,,Fixed price,https://www.ebay.com/itm/111623263865,4
1/10 oz American Gold Eagle MS-69 NGC (Random Year),115847957719,"Jan 27, 2026",$541.30,$0.00,,,Fixed price,https://www.ebay.com/itm/115847957719,21
10 Square Tubes For 1 Oz Gold American Eagle Coins Long Term Storage 32.7 mm New,116012815845,"Mar 1, 2026",$13.97,$0.00,,,Fixed price,https://www.ebay.com/itm/116012815845,4
,,"Nov 10, 2025",$465.00,$0.00,,,Fixed price,,5
2020 1/10 oz American Gold Eagle BU,116939264518,"Jan 12, 2026",$473.13,$11.01,,,Fixed price,https://www.ebay.com/itm/116939264518,4
"2026 1/10 oz American Gold Eagle MS-70 PCGS (FS, 250th Anniv)",116973302546,"Feb 8, 2026",$643.37,$0.00,,,Fixed price,https://www.ebay.com/itm/116973302546,4
1998 $5 American Gold Eagle 1/10 Oz MS70 NGC Brown Label,126238376477,"Feb 20, 2026",$609.03,$0.00,,,Fixed price,https://www.ebay.com/itm/126238376477,4
2025 1 oz American Gold Eagle MS-70 NGC (First Day of Issue),126875702700,"Jan 21, 2026","$4,872.42",$0.00,,,Fixed price,https://www.ebay.com/itm/126875702700,4
2026 1/10 oz American Gold Eagle - w/Betsy Ross Flag Card,127584726800,"Feb 23, 2026",$674.19,$49.99,,,Fixed price,https://www.ebay.com/itm/127584726800,13
1976-2026 W GOLD AMERICAN EAGLE ONE-TENTH OUNCE PROOF COIN 26EE IN HAND 1/10 OZ,127779704658,"Apr 9, 2026",$809.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127779704658,4
Random Date $5 1/10-oz American Gold Eagle Impaired,135536855190,"Feb 23, 2026",$505.54,$0.00,,,Fixed price,https://www.ebay.com/itm/135536855190,4
2024 Gold $5 Gold American Eagle 1/10 oz.,137026866137,"Feb 21, 2026",$577.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137026866137,4
2023 American Gold Eagle Coin 1/10 oz,137042823815,"Feb 20, 2026",$540.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137042823815,10
,,"Dec 3, 2025",$456.20,$0.00,,,Fixed price,,7
2026 $10 1/4-oz American Gold Eagle PCGS MS70 FS Flag Label,147051968215,"Mar 15, 2026","$1,554.84",$0.00,,,Fixed price,https://www.ebay.com/itm/147051968215,4
2026 1/10 oz American Gold Eagle MS-70 NGC (Early Releases),147082490285,"Feb 9, 2026",$657.03,$0.00,,,Fixed price,https://www.ebay.com/itm/147082490285,4
2017 1/10 oz American Gold Eagle MS-70 PCGS FirstStrike,167948337435,"Jan 28, 2026",$524.00,$16.69,,,Fixed price,https://www.ebay.com/itm/167948337435,5
1776-2026 W Proof $10 American Gold Eagle 1/4 oz NGC PF70UC First Day Bell 250th,168170161768,"Apr 11, 2026","$2,587.43",$0.00,,,Fixed price,https://www.ebay.com/itm/168170161768,4
1986-Now $5 1/10 oz American Eagle Prong Set Plain Coin Bezel in 14k Gold,175229181151,"Dec 17, 2025",$175.07,$0.00,,,Fixed price,https://www.ebay.com/itm/175229181151,4
2024 $10 American Gold Eagle 1/4 oz PCGS MS70 FS Blue Label,176061827324,"Dec 4, 2025","$1,321.29",$0.00,,,Fixed price,https://www.ebay.com/itm/176061827324,4
,,"Dec 6, 2025",$475.00,$0.00,,,Fixed price,,5
2026 W $5 Gold American Eagle 1/10 oz Proof Coin W/OGP - Sold Out at Mint,198206210157,"Mar 21, 2026",$800.16,$0.00,,,Fixed price,https://www.ebay.com/itm/198206210157,5
2010 $5 American Gold Eagle 1/10 oz Brilliant Uncirculated,204504653146,"Feb 11, 2026",$580.14,$0.00,,,Fixed price,https://www.ebay.com/itm/204504653146,4
"1/10, 1/4, 1/2 & 1 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPS",205696328520,"Mar 26, 2026",$17.21,$0.00,,,Fixed price,https://www.ebay.com/itm/205696328520,5
1999 1/10 oz American Gold Eagle BU Shipped in slab,206038435062,"Feb 3, 2026",$536.75,$5.50,,,Fixed price,https://www.ebay.com/itm/206038435062,4
2015 $5 American Gold Eagle 1/10 oz Fine Gold,287113372494,"Feb 1, 2026",$545.00,$7.93,,,Fixed price,https://www.ebay.com/itm/287113372494,4
2024 $10 American Gold Eagle 1/4 oz NGC MS70 ALS Label,314992751797,"Mar 23, 2026","$1,445.45",$0.00,,,Fixed price,https://www.ebay.com/itm/314992751797,4
2026 $5 American Gold Eagle 1/10 oz NGC MS70 ER Black Label,317694001294,"Apr 2, 2026",$630.71,$0.00,,,Fixed price,https://www.ebay.com/itm/317694001294,4
