Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
American Gold Eagle Proof 1/4 oz $10 - Coin in Capsule - Random Date,305692394428,"Mar 31, 2026","$1,286.62",$0.00,,,Fixed price,https://www.ebay.com/itm/305692394428
1/4 oz American Gold Eagle Coin BU (Random Year),146670377002,"Apr 2, 2026","$1,287.71",$0.00,,,Fixed price,https://www.ebay.com/itm/146670377002
American Gold Eagle Proof 1/4 oz $10 - Coin in OGP - Random Date,376211949126,"Apr 2, 2026","$1,303.74",$0.00,,,Fixed price,https://www.ebay.com/itm/376211949126
Random Year - 1/4 oz Gold American Eagle $10 Coin BU,233681915508,"Apr 1, 2026","$1,340.59",$0.00,,,Fixed price,https://www.ebay.com/itm/233681915508
2026 American Gold Eagle 1/4 oz $10 - BU,406592996706,"Mar 26, 2026","$1,331.89",$0.00,,,Fixed price,https://www.ebay.com/itm/406592996706
1/4 oz American Gold Eagle $10 Coin (Random Year),386299955115,"Apr 6, 2026","$1,301.69",$0.00,,,Fixed price,https://www.ebay.com/itm/386299955115
2026 1/4 oz American Gold Eagle Coin BU,127621919942,"Apr 6, 2026","$1,358.75",$0.00,,,Fixed price,https://www.ebay.com/itm/127621919942
American Gold Eagle Coin Proof 1/4 oz $10 - NGC PF70 Random Date and Label,306302894439,"Apr 2, 2026","$1,284.95",$0.00,,,Fixed price,https://www.ebay.com/itm/306302894439
2026 $10 American Gold Eagle 1/4 oz Brilliant Uncirculated,317533509823,"Mar 23, 2026","$1,339.28",$0.00,,,Fixed price,https://www.ebay.com/itm/317533509823
American Gold Eagle 1/4 oz $10 - NGC MS69 Random Date and Label,404887927806,"Apr 4, 2026","$1,278.85",$0.00,,,Fixed price,https://www.ebay.com/itm/404887927806
American Gold Eagle 1/4 oz $10 - NGC MS70 Random Date and Label,375364348272,"Mar 25, 2026","$1,277.54",$0.00,,,Fixed price,https://www.ebay.com/itm/375364348272
Random Year $10 1/4 oz American Gold Eagle Uncirculated Coin BU,296070736276,"Mar 26, 2026","$1,341.11",$0.00,,,Fixed price,https://www.ebay.com/itm/296070736276
Random Year $10 1/4 oz Proof American Gold Eagle in Capsule Coin,297127647676,"Apr 4, 2026","$1,257.39",$0.00,,,Fixed price,https://www.ebay.com/itm/297127647676
2026 1/4 oz American Gold Eagle Coin BU,297852751759,"Mar 21, 2026","$1,368.22",$0.00,,,Fixed price,https://www.ebay.com/itm/297852751759
Random Date 1986-2026 $10 American Gold Eagle - 1/4 Oz. Gold - U.S. Gold Coin,364348308351,"Apr 4, 2026","$1,265.99",$0.00,,,Fixed price,https://www.ebay.com/itm/364348308351
2009-P $10 Face 1/4 oz Gold American Mint Uncirculated Coin .99 Fine Gold,168198780148,"Apr 3, 2026","$1,365.80",$12.99,,,Fixed price,https://www.ebay.com/itm/168198780148
2026 Gold 1/4 oz Gold American Eagle $10 US Mint Gold Eagle .9167 Fine Coin,206001814577,"Apr 5, 2026","$1,286.20",$0.00,,,Fixed price,https://www.ebay.com/itm/206001814577
American Gold Eagle 1/4 oz $10 - Cull Condition - Random Date,405294791770,"Mar 25, 2026","$1,353.03",$0.00,,,Fixed price,https://www.ebay.com/itm/405294791770
$10 American Gold Eagle 1/4 oz Brilliant Uncirculated Random Year,177225469357,"Mar 20, 2026","$1,277.44",$0.00,,,Fixed price,https://www.ebay.com/itm/177225469357
2026-W Proof Gold Eagle 250 Liberty Bell 4-Coin Set FDI NGC PF70 (1776-2026),257373612152,"Apr 4, 2026","$14,871.25",$0.00,,,Fixed price,https://www.ebay.com/itm/257373612152
2026-W Proof Gold Eagle 250 Liberty Bell 4-Coin Set FDD CAC PR70 (1776-2026),257373612482,"Apr 5, 2026","$14,871.25",$0.00,,,Fixed price,https://www.ebay.com/itm/257373612482
1/4 oz American Gold Eagle Coin BU - Random Year - $10 US Gold,297174346410,"Apr 1, 2026","$1,310.23",$0.00,,,Fixed price,https://www.ebay.com/itm/297174346410
2022 $10 American Gold Eagle - 1/4 oz AGE,336472731599,"Mar 20, 2026","$1,294.91",$0.00,,,Fixed price,https://www.ebay.com/itm/336472731599
2020 1/4 oz American Gold Eagle BU- NO RESERVE,336491944431,"Mar 23, 2026","$1,205.25",$8.99,,,Fixed price,https://www.ebay.com/itm/336491944431
American Gold Eagle 1/4 oz $10 - PCGS MS70 Random Date and Label,375552718373,"Mar 29, 2026","$1,281.64",$0.00,,,Fixed price,https://www.ebay.com/itm/375552718373
2024 $10 American Gold Eagle 1/4 oz NGC MS69 Black Label,176063595739,"Mar 23, 2026","$1,270.34",$0.00,,,Fixed price,https://www.ebay.com/itm/176063595739
Air Tite 1/4 oz American Gold Eagle Direct Fit Coin Capsule - 22mm (1),284033202080,"Mar 25, 2026",$1.75,$6.25,,,Fixed price,https://www.ebay.com/itm/284033202080
"1/4 oz Proof American Gold Eagle Coin PR/PF70 (Random Year, PCGS or NGC)",388386172913,"Apr 5, 2026","$1,401.07",$0.00,,,Fixed price,https://www.ebay.com/itm/388386172913
2026 $10 1/4-oz American Gold Eagle Brilliant Uncirculated,389246127745,"Mar 22, 2026","$1,326.33",$0.00,,,Fixed price,https://www.ebay.com/itm/389246127745
2023 1/4 oz American Gold Eagle Coin BU,115667874998,"Mar 20, 2026","$1,336.02",$0.00,,,Fixed price,https://www.ebay.com/itm/115667874998
2024 $10 1/4-oz American Gold Eagle NGC MS69 Brown Label,134957414207,"Mar 23, 2026","$1,274.51",$0.00,,,Fixed price,https://www.ebay.com/itm/134957414207
1998 1/4 oz American Gold Eagle BU,141893025704,"Mar 20, 2026","$1,416.84",$0.00,,,Fixed price,https://www.ebay.com/itm/141893025704
2025 1/4 oz American Gold Eagle Coin BU,146291126793,"Apr 1, 2026","$1,328.76",$0.00,,,Fixed price,https://www.ebay.com/itm/146291126793
2015-P $10 Face 1/4 oz Gold American Mint Uncirculated Coin .99 Fine Gold,168202367410,"Apr 1, 2026","$1,308.92",$12.99,,,Fixed price,https://www.ebay.com/itm/168202367410
2024 $10 American Gold Eagle 1/4 oz PCGS MS69 Blue Label,176063598758,"Mar 20, 2026","$1,332.35",$0.00,,,Fixed price,https://www.ebay.com/itm/176063598758
2026 W AMERICAN EAGLE ONE-QUARTER OUNCE GOLD PROOF LIBERTY BELL PRIVY DUAL DATE,188138849564,"Apr 1, 2026","$1,822.25",$0.00,,,Fixed price,https://www.ebay.com/itm/188138849564
"1/10, 1/4, 1/2 & 1 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPS",205696328520,"Mar 26, 2026",$17.04,$0.00,,,Fixed price,https://www.ebay.com/itm/205696328520
2024 $10 American Gold Eagle 1/4 oz NGC MS70 ALS Label,314992751797,"Mar 23, 2026","$1,314.50",$0.00,,,Fixed price,https://www.ebay.com/itm/314992751797
2026 1/4 oz American Gold Eagle Coin $10 (BU),389381955093,"Mar 31, 2026","$1,383.19",$0.00,,,Fixed price,https://www.ebay.com/itm/389381955093
Empty US Mint Capsule 1/4 oz - Fits Gold American Eagles Buffalo Platinum Coins,112285324284,"Mar 7, 2026",$4.97,$2.99,,,Fixed price,https://www.ebay.com/itm/112285324284
2000 1/4 oz American Gold Eagle BU,112615755994,"Mar 19, 2026","$1,407.39",$0.00,,,Fixed price,https://www.ebay.com/itm/112615755994
US Mint Presentation Gift Display Case For 1/4 oz Gold American Eagle Coin Box,113130660330,"Mar 9, 2026",$12.94,$0.00,,,Fixed price,https://www.ebay.com/itm/113130660330
2000 1/4 oz American Gold Eagle MS-70 NGC,116701880183,"Mar 23, 2026","$1,317.18",$0.00,,,Fixed price,https://www.ebay.com/itm/116701880183
"2026 1/4 oz American Gold Eagle MS-69 NGC (ER, 40th Anniversary)",116973302566,"Mar 31, 2026","$1,367.61",$0.00,,,Fixed price,https://www.ebay.com/itm/116973302566
1986 1/4 oz American Gold Eagle MS-69 NGC,126114370268,"Mar 24, 2026","$1,360.30",$0.00,,,Fixed price,https://www.ebay.com/itm/126114370268
10 Guardhouse Tetra 2x2 Coin Snaplock Holder 1/4 oz. $10 American Gold Eagle,127480970737,"Apr 6, 2026",$10.88,$0.00,,,Fixed price,https://www.ebay.com/itm/127480970737
14k Gold 1/4 oz American Eagle Screw Top Coin Bezel Charm 22x1.9- 1.6g Tw,127681305478,"Mar 12, 2026",$200.00,$8.00,,,Fixed price,https://www.ebay.com/itm/127681305478
2021 W $10 Type 2 American Gold Eagle 1/4 oz NGC FDI First Label,127727224463,"Mar 8, 2026","$1,300.00",$0.00,,,Fixed price,https://www.ebay.com/itm/127727224463
2022 W $10 American Gold Eagle 1/4 Oz Gold Coin,127727224966,"Mar 8, 2026","$1,300.00",$0.00,,,Fixed price,https://www.ebay.com/itm/127727224966
2026 1/4 oz American Gold Eagle Coin NGC MS70 ER,389461116132,"Mar 12, 2026","$1,526.04",$0.00,,,Fixed price,https://www.ebay.com/itm/389461116132,3
1999 1/4 oz American Gold Eagle Coin,395846432466,"Jan 24, 2026","$1,342.65",$0.00,,,Fixed price,https://www.ebay.com/itm/395846432466,3
2025 1/4 oz American Gold Eagle $10 Coin (BU),396100286386,"Dec 11, 2025","$1,245.20",$0.00,,,Fixed price,https://www.ebay.com/itm/396100286386,2
"1/4 oz American Gold Eagle MS70 (Random Year, Varied Label, PCGS or NGC)",396107869625,"Jan 24, 2026","$1,327.85",$0.00,,,Fixed price,https://www.ebay.com/itm/396107869625,2
2021 1/4 oz American Gold Eagle Coin (Type 2),396698453557,"Jan 27, 2026","$1,303.72",$0.00,,,Fixed price,https://www.ebay.com/itm/396698453557,2
2026 1/4 oz American Gold Eagle Coin $10 (BU),397401566688,"Mar 23, 2026","$1,349.28",$0.00,,,Fixed price,https://www.ebay.com/itm/397401566688,2
2003 1/4 oz American Gold Eagle BU,111900603452,"Nov 5, 2025","$1,150.51",$0.00,,,Fixed price,https://www.ebay.com/itm/111900603452,1
2020 1/4 oz American Gold Eagle BU,114064791427,"Jan 22, 2026","$1,436.46",$49.99,,,Fixed price,https://www.ebay.com/itm/114064791427,1
2018 1/4 oz American Gold Eagle BU,114748439498,"Feb 23, 2026","$1,513.61",$0.00,,,Fixed price,https://www.ebay.com/itm/114748439498,1
1999 1/4 oz American Gold Eagle MS-69 NGC,115132642292,"Nov 14, 2025","$1,219.27",$0.00,,,Fixed price,https://www.ebay.com/itm/115132642292,1
"2017 1/4 oz American Gold Eagle MS-70 NGC (ER, Augustus Label)",115533788705,"Nov 4, 2025","$1,191.68",$0.00,,,Fixed price,https://www.ebay.com/itm/115533788705,1
1991 1/4 oz American Gold Eagle BU (MCMXCI),115830929959,"Feb 28, 2026","$2,051.41",$0.00,,,Fixed price,https://www.ebay.com/itm/115830929959,1
"2024 1/4 oz American Gold Eagle MS-70 PCGS (FDI, Black Label)",116140796967,"Jan 21, 2026","$1,418.60",$0.00,,,Fixed price,https://www.ebay.com/itm/116140796967,1
2011 1/4 oz American Gold Eagle MS-70 NGC (Early Releases),116177706749,"Feb 25, 2026","$1,534.21",$0.00,,,Fixed price,https://www.ebay.com/itm/116177706749,1
1999-W 1/4 oz Proof American Gold Eagle PR-69 PCGS,116309629479,"Nov 10, 2025","$1,228.06",$0.00,,,Fixed price,https://www.ebay.com/itm/116309629479,1
,,"Oct 17, 2025","$1,925.00",$0.00,,,Fixed price,,1
2024 1/4 oz American Gold Eagle Coin BU,116556087028,"Jan 1, 2026","$1,299.30",$0.00,,,Fixed price,https://www.ebay.com/itm/116556087028,1
1992 1/4 oz American Gold Eagle MS-69 NGC,116591496199,"Feb 6, 2026","$1,745.50",$0.00,,,Fixed price,https://www.ebay.com/itm/116591496199,1
,,"Oct 29, 2025","$1,603.00",$12.50,,,Fixed price,,1
,,"Oct 27, 2025",$515.00,$4.95,,,Fixed price,,1
,,"Oct 29, 2025","$2,845.00",$0.00,,,Fixed price,,1
,,"Nov 20, 2025","$1,150.00",$4.76,,,Auction,,1
2015 1/4 oz American Gold Eagle MS-70 PCGS (FirstStrike®),116897138107,"Dec 1, 2025","$1,267.94",$0.00,,,Fixed price,https://www.ebay.com/itm/116897138107,1
,,"Dec 2, 2025","$1,258.00",$4.87,,,Auction,,1
,,"Dec 7, 2025","$1,125.00",$0.00,,,Fixed price,,1
,,"Dec 8, 2025","$1,100.00",$0.00,,,Fixed price,,1
,,"Dec 25, 2025","$1,299.00",$15.00,,,Auction,,1
2000 1/4 oz Quarter Ounce American Gold Eagle Coin - free shipping!!!,116938495442,"Jan 14, 2026","$1,250.00",$0.00,,,Fixed price,https://www.ebay.com/itm/116938495442,1
,,"Jan 11, 2026","$1,275.00",$0.00,,,Auction,,1
,,"Jan 6, 2026","$2,150.00",$7.50,,,Fixed price,,1
,,"Jan 10, 2026","$1,300.00",$15.00,,,Fixed price,,1
"2023W $10 Gold Coin 10/10, MS70, 1st Day Of Issue, NGC, Autographed, West Point",116988468417,"Jan 27, 2026","$1,595.00",$0.00,,,Auction,https://www.ebay.com/itm/116988468417,1
1998 American Gold Eagle $10 MS69 NGC 1/4oz,116988506016,"Jan 27, 2026","$1,525.00",$0.00,,,Auction,https://www.ebay.com/itm/116988506016,1
2019 1/4 oz American Gold Eagle (MintDirect® Single),116992090682,"Jan 24, 2026","$1,470.22",$0.00,,,Fixed price,https://www.ebay.com/itm/116992090682,1
2024 1/4 oz American Eagle Gold Coin (BU),117006616399,"Jan 29, 2026","$1,460.00",$0.00,,,Auction,https://www.ebay.com/itm/117006616399,1
"American Silver Eagles, Morgan & Peace, Black Ruthenium Gold 1 oz Silver 4 Total",117033823802,"Feb 22, 2026",$385.00,$11.50,,,Auction,https://www.ebay.com/itm/117033823802,1
1995 $10 American Gold Eagle 1/4 Oz Gold MS69 Low Mintage NGC J-680,117055729884,"Apr 6, 2026","$1,699.00",$12.00,,,Fixed price,https://www.ebay.com/itm/117055729884,1
2023 $10 American Gold Eagle 1/4 oz - NGC MS70 - First Day of Issue,117062367919,"Mar 3, 2026","$1,433.33",$5.45,,,Auction,https://www.ebay.com/itm/117062367919,1
2008 1/4 oz American Gold Eagle BU,122771614276,"Dec 15, 2025","$1,281.56",$0.00,,,Fixed price,https://www.ebay.com/itm/122771614276,1
1/4 oz American Gold Eagle MS-70 NGC (Random Year),122771701268,"Jan 5, 2026","$1,300.25",$0.00,,,Fixed price,https://www.ebay.com/itm/122771701268,1
2011 1/4 oz American Gold Eagle BU,122833537682,"Nov 24, 2025","$1,213.46",$0.00,,,Fixed price,https://www.ebay.com/itm/122833537682,1
2004 1/4 oz American Gold Eagle BU,123745697717,"Nov 14, 2025","$1,218.40",$0.00,,,Fixed price,https://www.ebay.com/itm/123745697717,1
2019 1/4 oz American Gold Eagle MS-70 NGC (Don Everhart Signed),125063575733,"Dec 16, 2025","$1,331.62",$0.00,,,Fixed price,https://www.ebay.com/itm/125063575733,1
2006-W 1/4 oz Proof American Gold Eagle (w/Box & COA),125806295862,"Dec 7, 2025","$1,594.60",$57.91,,,Fixed price,https://www.ebay.com/itm/125806295862,1
2016 1/4 oz American Gold Eagle MS-70 PCGS (Augustus Label),126023060530,"Dec 29, 2025","$1,295.14",$0.00,,,Fixed price,https://www.ebay.com/itm/126023060530,1
2024 1/4 oz American Gold Eagle MS-70 NGC (First Day of Issue),126267663024,"Jan 22, 2026","$1,516.06",$0.00,,,Fixed price,https://www.ebay.com/itm/126267663024,1
,,"Oct 20, 2025","$1,661.55",$0.00,,,Fixed price,,1
,,"Oct 20, 2025","$1,350.00",$0.00,,,Fixed price,,1
,,"Oct 20, 2025","$1,186.55",$0.00,,,Fixed price,,1
2002 1/4 oz American Gold Eagle MS-70 NGC,126559936897,"Jan 28, 2026","$1,399.00",$9.99,,,Fixed price,https://www.ebay.com/itm/126559936897,1
2021-W 1/4 oz Proof American Gold Eagle (Type 2) (Box & COA),126905902786,"Feb 5, 2026","$1,510.20",$0.00,,,Fixed price,https://www.ebay.com/itm/126905902786,1
1987 American Gold Eagle $10 1/4 Oz 0.25 Oz Gold MS70 NGC *5287,126936380645,"Jan 13, 2026","$1,475.00",$0.00,,,Fixed price,https://www.ebay.com/itm/126936380645,1
,,"Nov 25, 2025","$1,575.00",$0.00,,,Fixed price,,1
,,"Oct 20, 2025","$1,515.00",$0.00,,,Fixed price,,1
MS69 1998 $10 American Gold Eagle Error Obv Struck Thru 1/4 Oz Gold NGC *3513,127081066386,"Jan 23, 2026","$1,295.00",$0.00,,,Fixed price,https://www.ebay.com/itm/127081066386,1
1987 $10 American Gold Eagle 1/4 Oz Gold MS70 NGC *0767,127151416628,"Feb 4, 2026","$1,895.95",$0.00,,,Fixed price,https://www.ebay.com/itm/127151416628,1
,,"Jan 12, 2026","$1,295.95",$0.00,,,Fixed price,,1
1994 $10 American Gold Eagle 1/4 Oz BU NGC *2552,127330744275,"Jan 28, 2026","$1,495.95",$0.00,,,Fixed price,https://www.ebay.com/itm/127330744275,1
2002 $10 American Gold Eagle 1/4 Oz Gold MS70 ICG *3750,127340017006,"Jan 13, 2026","$1,249.95",$0.00,,,Fixed price,https://www.ebay.com/itm/127340017006,1
,,"Dec 26, 2025","$1,249.95",$0.00,,,Fixed price,,1
,,"Nov 20, 2025","$1,200.00",$0.00,,,Fixed price,,1
2011-W $10 American Gold Eagle - 1/4 Oz Gold PF70 UCAM NGC,127361254892,"Nov 17, 2025","$1,198.00",$0.00,,,Fixed price,https://www.ebay.com/itm/127361254892,1
1995-W $10 American Gold Eagle 1/4 Oz 0.25 Ounce PF70 UCAM NGC,127406884230,"Nov 19, 2025","$1,249.95",$0.00,,,Fixed price,https://www.ebay.com/itm/127406884230,1
2000-W $10 American Gold Eagle - 1/4 Oz Gold PR70 DCAM ICG,127406884236,"Oct 22, 2025","$1,249.95",$0.00,,,Fixed price,https://www.ebay.com/itm/127406884236,1
,,"Oct 17, 2025","$1,750.00",$9.90,,,Auction,,1
,,"Oct 17, 2025","$2,399.00",$13.60,,,Auction,,1
"2011 1/4 oz American Gold Eagle MS-70 NGC (ER, 25th Anniv Label)",127429645902,"Oct 15, 2025","$1,249.01",$0.00,,,Fixed price,https://www.ebay.com/itm/127429645902,1
,,"Oct 15, 2025","$1,139.00",$4.99,,,Fixed price,,1
,,"Oct 23, 2025","$1,107.00",$11.99,,,Auction,,1
,,"Oct 26, 2025","$1,051.00",$10.20,,,Auction,,1
2003 $10 American Gold Eagle 1/4 Oz Gold MS70 ICG *5858,127444957663,"Jan 28, 2026","$1,495.95",$0.00,,,Fixed price,https://www.ebay.com/itm/127444957663,1
,,"Oct 26, 2025","$1,079.00",$10.20,,,Fixed price,,1
,,"Oct 27, 2025","$1,079.00",$10.20,,,Fixed price,,1
,,"Oct 28, 2025","$1,125.00",$4.76,,,Auction,,1
,,"Oct 29, 2025","$1,089.00",$10.20,,,Fixed price,,1
,,"Nov 4, 2025","$1,175.00",$0.00,,,Auction,,1
,,"Oct 30, 2025","$1,089.00",$10.20,,,Fixed price,,1
