Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
,,"Nov 4, 2025",$35.04,$0.00,,,Fixed price,
1879 S Morgan Silver Dollar $1 Brilliant Uncirculated BU 90% Silver,196284222133,"Apr 6, 2026",$171.01,$0.00,,,Fixed price,https://www.ebay.com/itm/196284222133
[Removed] Item 318027744827,318027744827,"Apr 3, 2026",$62.13,$0.00,,,Fixed price,
[Removed] Item 205997207643,205997207643,"Feb 3, 2026",$72.45,$0.00,,,Fixed price,
VF 1879-S Morgan Silver Dollar (1 coin),365117525088,"Jan 26, 2026",$49.45,$0.00,,,Fixed price,https://www.ebay.com/itm/365117525088
,,"Jan 17, 2026",$64.28,$0.00,,,Fixed price,
1879 S US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,305612269931,"Mar 25, 2026",$65.19,$0.00,,,Fixed price,https://www.ebay.com/itm/305612269931
* 1879-S * CHOICE to GEM BU MS MORGAN SILVER DOLLAR * FROM ORIGINAL BANK BAG *,164709589360,"Apr 6, 2026",$204.86,$0.00,,,Fixed price,https://www.ebay.com/itm/164709589360
,,"Nov 12, 2025",$18.38,$0.00,,,Fixed price,
MS 1879-S MORGAN SILVER DOLLAR BEAUTIFULLY TONED COLLECTOR GRADE COIN M-1797,177798784772,"Apr 7, 2026",$91.10,$5.25,,,Fixed price,https://www.ebay.com/itm/177798784772
1879-S Morgan Silver Dollar MS64 PCGS,362734320998,"Mar 8, 2026",$147.00,$0.00,,,Fixed price,https://www.ebay.com/itm/362734320998
,,"Nov 2, 2025",$20.10,$0.00,,,Fixed price,
[Removed] Item 389275120678,389275120678,"Dec 6, 2025",$18.13,$0.00,,,Fixed price,
[Removed] Item 197747640218,197747640218,"Nov 1, 2025",$21.67,$0.00,,,Fixed price,
1879 S Morgan Dollar Uncirculated Silver $1 Coin,365846546258,"Jan 22, 2026",$104.42,$0.00,,,Fixed price,https://www.ebay.com/itm/365846546258
VG/F 1879-S Morgan Silver Dollar (1 coin),126671178390,"Dec 29, 2025",$49.34,$0.00,,,Fixed price,https://www.ebay.com/itm/126671178390
,,"Oct 28, 2025",$31.71,$0.00,,,Fixed price,
XF 1879-S Morgan Silver Dollar (1 coin),127139093781,"Jan 26, 2026",$59.67,$0.00,,,Fixed price,https://www.ebay.com/itm/127139093781
BU/Unc 1879-S Morgan Silver Dollar (1 coin),133331306875,"Jan 18, 2026",$82.30,$0.00,,,Fixed price,https://www.ebay.com/itm/133331306875
,,"Mar 11, 2026",$69.40,$0.00,,,Fixed price,
EF 1879-S MORGAN SILVER DOLLAR EXCELLENTEF DETAIL COLLECTOR QUALITY COIN M-1708,177743364037,"Mar 25, 2026",$79.40,$5.25,,,Fixed price,https://www.ebay.com/itm/177743364037
1879 S Morgan Dollar VF Very Fine 90% Silver $1 US Coin Collectible,365978680840,"Mar 17, 2026",$84.59,$0.00,,,Fixed price,https://www.ebay.com/itm/365978680840
,,"Nov 22, 2025",$36.34,$0.00,,,Fixed price,
[Removed] Item 357729062849,357729062849,"Oct 21, 2025",$21.02,$0.00,,,Fixed price,
,,"Oct 28, 2025",$35.85,$0.00,,,Fixed price,
"1879-S Morgan Dollar, Gem PL FIELDS BU MS, Proof-Like Mirrors Frosty Flashy PQ",365387026835,"Nov 17, 2025",$143.00,$0.00,,,Fixed price,https://www.ebay.com/itm/365387026835
AU+ 1879-S Morgan Silver Dollar (1 coin),126227206264,"Jan 14, 2026",$65.98,$0.00,,,Fixed price,https://www.ebay.com/itm/126227206264
1879-S Morgan Silver Dollar MS64 NGC Brown Label,126651294229,"Mar 11, 2026",$118.30,$0.00,,,Fixed price,https://www.ebay.com/itm/126651294229
1879-S Morgan Silver Dollar Reverse 79 MS64 ICG,136218132828,"Dec 13, 2025",$90.18,$0.00,,,Fixed price,https://www.ebay.com/itm/136218132828
"1879-S Morgan silver dollar PCGS graded MS64, bright and pretty.",157172256685,"Feb 26, 2026",$130.67,$0.00,,,Fixed price,https://www.ebay.com/itm/157172256685
1879-S $1 Morgan Silver Dollar PCGS MS 63 | Uncirculated UNC,305136856543,"Mar 23, 2026",$129.95,$0.00,,,Fixed price,https://www.ebay.com/itm/305136856543
1879-S Morgan Silver Dollar MS64 PCGS Blue Label,126651296705,"Jan 15, 2026",$111.70,$0.00,,,Fixed price,https://www.ebay.com/itm/126651296705
1879-S Morgan Dollar MS62 ANACS,127126348378,"Feb 9, 2026",$96.77,$0.00,,,Fixed price,https://www.ebay.com/itm/127126348378
1879 S Morgan Silver Dollar,157555709758,"Jan 20, 2026",$115.00,$5.27,,,Fixed price,https://www.ebay.com/itm/157555709758
1879-S S$1 Morgan Silver Dollar PCGS MS63PL Proof Like - Purple Core,226815994890,"Jan 19, 2026",$189.99,$5.00,,,Fixed price,https://www.ebay.com/itm/226815994890
1879-S $1 Morgan Silver Dollar NGC MS64 Brown Label,317069186466,"Jan 28, 2026",$114.90,$0.00,,,Fixed price,https://www.ebay.com/itm/317069186466
[Removed] Item 317406039304,317406039304,"Nov 24, 2025",$22.69,$0.00,,,Fixed price,
Brilliant GEM Uncirculated $1 1879-S Morgan US Silver Dollar 90% BU WHITE,326555571051,"Apr 4, 2026",$229.72,$0.00,,,Fixed price,https://www.ebay.com/itm/326555571051
1879 S Morgan Dollar AU About Uncirculated 90% Silver $1 US Coin Collectible,365137957164,"Mar 3, 2026",$93.99,$0.00,,,Fixed price,https://www.ebay.com/itm/365137957164
1879 S Morgan Dollar Uncirculated Silver $1 Coin,366322533637,"Apr 3, 2026",$116.99,$0.00,,,Fixed price,https://www.ebay.com/itm/366322533637
1879 S Morgan Silver Dollar 78 Reverse - MS++ - Uncirculated Plus Plus HEEX,387850339903,"Apr 2, 2026",$122.49,$5.99,,,Fixed price,https://www.ebay.com/itm/387850339903
,,"Nov 12, 2025",$21.96,$0.00,,,Fixed price,
[Removed] Item 406590034110,406590034110,"Jan 26, 2026",$73.00,$0.00,,,Fixed price,
1879-S MORGAN DOLLAR - Toned MS..Beautiful Coin,115071974145,"Jan 11, 2026",$85.00,$8.00,,,Fixed price,https://www.ebay.com/itm/115071974145
1879-S Morgan Silver Dollar | PCGS MS64 CAC | Vibrant Neon Rainbow Obv Toning,115746499231,"Jan 15, 2026","$1,899.99",$0.00,,,Fixed price,https://www.ebay.com/itm/115746499231
,,"Oct 14, 2025",$225.00,$5.00,,,Fixed price,
,,"Dec 27, 2025",$90.00,$6.50,,,Fixed price,
"1879 S BU/UNC Morgan Silver Dollar - PCS LEGENDS OF THE WEST ""Chief Joseph"" RARE",116367663265,"Jan 19, 2026",$109.99,$0.91,,,Fixed price,https://www.ebay.com/itm/116367663265
,,"Jan 2, 2026",$105.00,$4.65,,,Fixed price,
1879 S MORGAN SILVER DOLLAR! BEAUTIFUL Uncirculated Coin! WOW! Semi PL!,117134468188,"Apr 10, 2026",$79.88,$4.00,,,Auction,https://www.ebay.com/itm/117134468188,1
1879 S MORGAN SILVER DOLLAR! BEAUTIFUL Uncirculated Coin! WOW! Semi PL! #2,117134469734,"Apr 10, 2026",$78.45,$4.00,,,Auction,https://www.ebay.com/itm/117134469734,1
1879-S Morgan Dollar UNC,125270769712,"Mar 22, 2026",$90.00,$5.00,,,Fixed price,https://www.ebay.com/itm/125270769712,1
,,"Dec 30, 2025",$215.00,$0.00,,,Fixed price,,1
"1878-P Rev '79, 1878-S & 1879-P Morgan Silver Dollars AU Details",126130670417,"Jan 19, 2026",$215.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126130670417,1
1879-S Reverse of 1878 Morgan Silver Dollar ANACS AU 55 Details,126145683774,"Feb 26, 2026",$210.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126145683774,1
,,"Oct 24, 2025",$426.55,$0.00,,,Fixed price,,1
,,"Dec 27, 2025",$165.00,$0.00,,,Fixed price,,1
1879-S Morgan Silver Dollar Reverse Rev 78 1878 *1772,126366943099,"Apr 16, 2026",$120.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126366943099,1
1879-S Morgan Silver Dollar Reverse Rev 78 1878 *1778,126368552409,"Jan 28, 2026",$79.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126368552409,1
1879-S Reverse of 1878 Morgan Silver Dollar VF Details,126482256965,"Jan 28, 2026",$98.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126482256965,1
1879-S Morgan Silver Dollar | NGC MS64 | Lincoln Highway Hoard | Rainbow Toned,126594042208,"Mar 13, 2026",$300.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126594042208,1
,,"Dec 28, 2025",$50.00,$5.00,,,Fixed price,,1
1879-S Reverse of 1878 Morgan Silver Dollar AU Details,126696546423,"Jan 28, 2026",$140.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126696546423,1
,,"Jan 16, 2026",$95.00,$0.00,,,Fixed price,,1
,,"Dec 16, 2025",$40.00,$4.87,,,Fixed price,,1
,,"Dec 27, 2025",$95.00,$0.40,,,Fixed price,,1
,,"Oct 30, 2025",$59.00,$4.75,,,Fixed price,,1
,,"Oct 20, 2025",$217.00,$0.00,,,Fixed price,,1
,,"Dec 14, 2025",$100.00,$8.00,,,Fixed price,,1
1879-S Rev of 1878 Morgan Silver Dollar VF Details,127050722127,"Feb 5, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127050722127,1
,,"Nov 13, 2025",$48.95,$4.95,,,Fixed price,,1
1879-S Morgan Dollar MS64 ANACS,127126449177,"Feb 19, 2026",$120.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127126449177,1
"1879 S Morgan Silver Dollar PCGS MS-64PL - Prooflike, Frosty",127131623965,"Feb 3, 2026",$279.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127131623965,1
1879-S Morgan Silver Dollar NGC MS66 $1,127144877410,"Feb 7, 2026",$329.95,$0.00,,,Fixed price,https://www.ebay.com/itm/127144877410,1
,,"Dec 11, 2025",$329.95,$0.00,,,Fixed price,,1
,,"Jan 1, 2026",$85.00,$5.15,,,Fixed price,,1
,,"Jan 9, 2026",$72.60,$5.00,,,Fixed price,,1
1879 S Morgan Silver Dollar MS 63 NGC,127335826915,"Feb 22, 2026",$102.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127335826915,1
,,"Dec 16, 2025","$1,786.40",$0.00,,,Fixed price,,1
,,"Nov 8, 2025",$61.00,$3.12,,,Auction,,1
,,"Nov 8, 2025",$74.00,$4.23,,,Auction,,1
,,"Oct 21, 2025",$159.99,$7.50,,,Auction,,1
,,"Oct 19, 2025",$40.00,$0.00,,,Auction,,1
,,"Oct 19, 2025",$44.00,$0.00,,,Auction,,1
,,"Oct 19, 2025",$48.00,$0.00,,,Auction,,1
,,"Nov 15, 2025",$69.00,$1.40,,,Auction,,1
,,"Oct 21, 2025",$43.00,$0.00,,,Auction,,1
,,"Oct 29, 2025",$36.00,$2.55,,,Auction,,1
,,"Oct 29, 2025",$42.09,$0.00,,,Auction,,1
,,"Oct 31, 2025",$90.00,$12.00,,,Auction,,1
,,"Oct 30, 2025",$39.00,$0.00,,,Auction,,1
,,"Oct 31, 2025",$40.77,$0.00,,,Auction,,1
,,"Nov 1, 2025",$38.78,$0.00,,,Auction,,1
,,"Nov 2, 2025",$39.18,$0.00,,,Auction,,1
,,"Nov 2, 2025",$38.50,$0.00,,,Auction,,1
,,"Nov 29, 2025",$47.00,$7.80,,,Auction,,1
